Prediction	Accession	Query
FtsA	WP_125693744.1	FtsA.2
FtsA	WP_089137018.1	FtsA.2
FtsA	WP_009553646.1	FtsA.2
FtsA	WP_125714227.1	FtsA.2
FtsA	WP_191980530.1	FtsA.2
FtsA	WP_089120840.1	FtsA.2
FtsA	WP_057752235.1	FtsA.2
FtsA	WP_057806904.1	FtsA.2
FtsA	WP_056950457.1	FtsA.2
FtsA	WP_174659006.1	FtsA.2
FtsA	WP_057783928.1	FtsA.2
FtsA	WP_203630982.1	FtsA.2
FtsA	WP_125639718.1	FtsA.2
FtsA	WP_125008798.1	FtsA.2
FtsA	WP_260116239.1	FtsA.2
FtsA	WP_057907810.1	FtsA.2
FtsA	WP_057893536.1	FtsA.2
FtsA	WP_057773056.1	FtsA.2
FtsA	WP_176744959.1	FtsA.2
FtsA	WP_013727515.1	FtsA.2
FtsA	WP_005689149.1	FtsA.2
FtsA	WP_098825154.1	FtsA.2
FtsA	WP_082593148.1	FtsA.2
FtsA	WP_056966024.1	FtsA.2
FtsA	WP_057906859.1	FtsA.2
FtsA	WP_225355045.1	FtsA.2
FtsA	WP_089109161.1	FtsA.2
FtsA	WP_057890330.1	FtsA.2
FtsA	WP_125755516.1	FtsA.2
FtsA	WP_003565166.1	FtsA.2
FtsA	WP_057827725.1	FtsA.2
FtsA	WP_168925586.1	FtsA.2
FtsA	WP_061775875.1	FtsA.2
FtsA	WP_253359714.1	FtsA.2
FtsA	WP_056988911.1	FtsA.2
FtsA	WP_129300851.1	FtsA.2
FtsA	WP_070651786.1	FtsA.2
FtsA	WP_002830515.1	FtsA.2
FtsA	WP_035168572.1	FtsA.2
FtsA	WP_025013181.1	FtsA.2
FtsA	WP_125707170.1	FtsA.2
FtsA	WP_065903914.1	FtsA.2
FtsA	WP_120784199.1	FtsA.2
FtsA	WP_056978012.1	FtsA.2
FtsA	WP_011673540.1	FtsA.2
FtsA	WP_204119209.1	FtsA.2
FtsA	WP_227361330.1	FtsA.2
FtsA	WP_179395268.1	FtsA.2
FtsA	WP_054736865.1	FtsA.2
FtsA	WP_220750940.1	FtsA.2
FtsA	WP_125581067.1	FtsA.2
FtsA	WP_056962240.1	FtsA.2
FtsA	WP_125584882.1	FtsA.2
FtsA	WP_057802671.1	FtsA.2
FtsA	WP_125703115.1	FtsA.2
FtsA	WP_057886920.1	FtsA.2
FtsA	WP_027107659.1	FtsA.2
FtsA	WP_057818214.1	FtsA.2
FtsA	WP_057880128.1	FtsA.2
FtsA	WP_056968917.1	FtsA.2
FtsA	WP_009490055.1	FtsA.2
FtsA	WP_133441445.1	FtsA.2
FtsA	WP_076617633.1	FtsA.2
FtsA	WP_137610536.1	FtsA.2
FtsA	WP_056957118.1	FtsA.2
FtsA	WP_057887327.1	FtsA.2
FtsA	WP_014073717.1	FtsA.2
FtsA	WP_155285919.1	FtsA.2
FtsA	WP_057765615.1	FtsA.2
FtsA	WP_125567717.1	FtsA.2
FtsA	WP_125589515.1	FtsA.2
FtsA	WP_010623866.1	FtsA.2
FtsA	WP_262316767.1	FtsA.2
FtsA	WP_075887787.1	FtsA.2
FtsA	WP_191337033.1	FtsA.2
FtsA	WP_182083158.1	FtsA.2
FtsA	WP_135370931.1	FtsA.2
FtsA	WP_275469660.1	FtsA.2
FtsA	WP_022528104.1	FtsA.2
FtsA	WP_057739296.1	FtsA.2
FtsA	WP_119326929.1	FtsA.2
FtsA	WP_057891050.1	FtsA.2
FtsA	WP_057812032.1	FtsA.2
FtsA	WP_056979687.1	FtsA.2
FtsA	WP_251576479.1	FtsA.2
FtsA	WP_125592316.1	FtsA.2
FtsA	WP_125707953.1	FtsA.2
FtsA	WP_120142243.1	FtsA.2
FtsA	WP_191911586.1	FtsA.2
FtsA	WP_025084739.1	FtsA.2
FtsA	WP_102197181.1	FtsA.2
FtsA	WP_041499473.1	FtsA.2
FtsA	WP_054676374.1	FtsA.2
FtsA	WP_054643642.1	FtsA.2
FtsA	WP_010020115.1	FtsA.2
FtsA	WP_084136646.1	FtsA.2
FtsA	WP_125769640.1	FtsA.2
FtsA	WP_119318923.1	FtsA.2
FtsA	WP_125712659.1	FtsA.2
FtsA	WP_127848889.1	FtsA.2
FtsA	WP_125762652.1	FtsA.2
FtsA	WP_057752638.1	FtsA.2
FtsA	WP_191683692.1	FtsA.2
FtsA	WP_182579984.1	FtsA.2
FtsA	WP_125702543.1	FtsA.2
FtsA	WP_056952047.1	FtsA.2
FtsA	WP_150391685.1	FtsA.2
FtsA	WP_182578185.1	FtsA.2
FtsA	WP_182586103.1	FtsA.2
FtsA	WP_048702742.1	FtsA.2
FtsA	WP_273645754.1	FtsA.2
FtsA	WP_153710630.1	FtsA.2
FtsA	WP_153710630.1	FtsA.2
FtsA	WP_003668317.1	FtsA.2
FtsA	WP_153522170.1	FtsA.2
FtsA	WP_125676596.1	FtsA.2
FtsA	WP_208558847.1	FtsA.2
FtsA	WP_125571960.1	FtsA.2
FtsA	WP_078806868.1	FtsA.2
FtsA	WP_091898003.1	FtsA.2
FtsA	WP_153930179.1	FtsA.2
FtsA	WP_251547021.1	FtsA.2
FtsA	WP_039144905.1	FtsA.2
FtsA	WP_076462282.1	FtsA.2
FtsA	WP_225047372.1	FtsA.2
FtsA	WP_004635752.1	FtsA.2
FtsA	WP_033934922.1	FtsA.2
FtsA	WP_099974642.1	FtsA.2
FtsA	WP_267202090.1	FtsA.2
FtsA	WP_129044828.1	FtsA.2
FtsA	WP_075103999.1	FtsA.2
FtsA	WP_076995370.1	FtsA.2
FtsA	WP_230096398.1	FtsA.2
FtsA	WP_035189816.1	FtsA.2
FtsA	WP_056937014.1	FtsA.2
FtsA	WP_003776263.1	FtsA.2
FtsA	WP_012774997.1	FtsA.2
FtsA	WP_091759489.1	FtsA.2
FtsA	WP_093625641.1	FtsA.2
FtsA	WP_031366145.1	FtsA.2
FtsA	WP_047767494.1	FtsA.2
FtsA	WP_180747473.1	FtsA.2
FtsA	WP_075099786.1	FtsA.2
FtsA	WP_194176229.1	FtsA.2
FtsA	WP_070793156.1	FtsA.2
FtsA	WP_094784079.1	FtsA.2
FtsA	WP_252779669.1	FtsA.2
FtsA	WP_182595927.1	FtsA.2
FtsA	WP_018378523.1	FtsA.2
FtsA	WP_068164019.1	FtsA.2
FtsA	WP_252750418.1	FtsA.2
FtsA	WP_018370882.1	FtsA.2
FtsA	WP_057740815.1	FtsA.2
FtsA	WP_070788252.1	FtsA.2
FtsA	WP_096039547.1	FtsA.2
FtsA	WP_109835034.1	FtsA.2
FtsA	WP_119877046.1	FtsA.2
FtsA	WP_261805739.1	FtsA.2
FtsA	WP_054653840.1	FtsA.2
FtsA	WP_096814725.1	FtsA.2
FtsA	WP_065866202.1	FtsA.2
FtsA	WP_125599240.1	FtsA.2
FtsA	WP_120171379.1	FtsA.2
FtsA	WP_079507074.1	FtsA.2
FtsA	WP_125766571.1	FtsA.2
FtsA	WP_007122880.1	FtsA.2
FtsA	WP_067088320.1	FtsA.2
FtsA	WP_213534628.1	FtsA.2
FtsA	WP_212572380.1	FtsA.2
FtsA	WP_125648994.1	FtsA.2
FtsA	WP_046316655.1	FtsA.2
FtsA	WP_249514984.1	FtsA.2
FtsA	WP_011835775.1	FtsA.2
FtsA	WP_188356998.1	FtsA.2
FtsA	WP_003132393.1	FtsA.2
FtsA	WP_172357479.1	FtsA.2
FtsA	WP_023466463.1	FtsA.2
FtsA	WP_115270657.1	FtsA.2
FtsA	WP_096817781.1	FtsA.2
FtsA	WP_011225777.1	FtsA.2
FtsA	WP_004257776.1	FtsA.2
FtsA	WP_146567859.1	FtsA.2
FtsA	WP_010291922.1	FtsA.2
FtsA	WP_140224369.1	FtsA.2
FtsA	WP_140224369.1	FtsA.2
FtsA	WP_067063339.1	FtsA.2
FtsA	WP_002996455.1	FtsA.2
FtsA	WP_033688313.1	FtsA.2
FtsA	WP_033688313.1	FtsA.2
FtsA	WP_091478996.1	FtsA.2
FtsA	WP_075525316.1	FtsA.2
FtsA	WP_091489089.1	FtsA.2
FtsA	WP_049535035.1	FtsA.2
FtsA	WP_002884067.1	FtsA.2
FtsA	WP_142767376.1	FtsA.2
FtsA	WP_020901691.1	FtsA.2
FtsA	WP_172207955.1	FtsA.2
FtsA	WP_251712482.1	FtsA.2
FtsA	WP_045611159.1	FtsA.2
FtsA	WP_120772316.1	FtsA.2
FtsA	WP_116877872.1	FtsA.2
FtsA	WP_106190665.1	FtsA.2
FtsA	WP_252795389.1	FtsA.2
FtsA	WP_021141859.1	FtsA.2
FtsA	WP_040408051.1	FtsA.2
FtsA	WP_000090384.1	FtsA.2
FtsA	WP_091264571.1	FtsA.2
FtsA	WP_057808104.1	FtsA.2
FtsA	WP_019773640.1	FtsA.2
FtsA	WP_260344692.1	FtsA.2
FtsA	WP_230098331.1	FtsA.2
FtsA	WP_093650850.1	FtsA.2
FtsA	WP_009167173.1	FtsA.2
FtsA	WP_128833652.1	FtsA.2
FtsA	WP_091527789.1	FtsA.2
FtsA	WP_027973279.1	FtsA.2
FtsA	WP_003097444.1	FtsA.2
FtsA	WP_003025704.1	FtsA.2
FtsA	WP_253365938.1	FtsA.2
FtsA	WP_126466547.1	FtsA.2
FtsA	WP_075566033.1	FtsA.2
FtsA	WP_199544442.1	FtsA.2
FtsA	WP_002264446.1	FtsA.2
FtsA	WP_252767008.1	FtsA.2
FtsA	WP_091635045.1	FtsA.2
FtsA	WP_121834451.1	FtsA.2
FtsA	WP_027971362.1	FtsA.2
FtsA	WP_176941850.1	FtsA.2
FtsA	WP_148603681.1	FtsA.2
FtsA	WP_168549105.1	FtsA.2
FtsA	WP_002355898.1	FtsA.3
FtsA	WP_025873352.1	FtsA.3
FtsA	WP_208926962.1	FtsA.3
FtsA	WP_069661614.1	FtsA.3
FtsA	WP_069639243.1	FtsA.3
FtsA	WP_010762863.1	FtsA.3
FtsA	WP_069634443.1	FtsA.3
FtsA	WP_088269703.1	FtsA.3
FtsA	WP_010771244.1	FtsA.3
FtsA	WP_010764043.1	FtsA.3
FtsA	WP_069646235.1	FtsA.3
FtsA	WP_071876636.1	FtsA.3
FtsA	WP_069699179.1	FtsA.3
FtsA	WP_069655292.1	FtsA.3
FtsA	WP_015695138.1	FtsA.3
FtsA	WP_209556154.1	FtsA.3
FtsA	WP_010767163.1	FtsA.3
FtsA	WP_067395327.1	FtsA.3
FtsA	WP_071863629.1	FtsA.3
FtsA	WP_016172511.1	FtsA.3
FtsA	WP_173102608.1	FtsA.3
FtsA	WP_081118410.1	FtsA.3
FtsA	WP_161868325.1	FtsA.3
FtsA	WP_003127640.1	FtsA.3
FtsA	WP_010754118.1	FtsA.3
FtsA	WP_015510163.1	FtsA.3
FtsA	WP_081133887.1	FtsA.3
FtsA	WP_048604883.1	FtsA.3
FtsA	WP_048604883.1	FtsA.3
FtsA	WP_146622405.1	FtsA.3
FtsA	WP_137609823.1	FtsA.3
FtsA	WP_002286631.1	FtsA.3
FtsA	WP_090402013.1	FtsA.3
FtsA	WP_088933045.1	FtsA.3
FtsA	WP_002291855.1	FtsA.3
FtsA	WP_067480559.1	FtsA.3
FtsA	WP_010780225.1	FtsA.3
FtsA	WP_016180554.1	FtsA.3
FtsA	WP_010751484.1	FtsA.3
FtsA	WP_067626235.1	FtsA.3
FtsA	WP_122645331.1	FtsA.3
FtsA	WP_010719776.1	FtsA.3
FtsA	WP_218256097.1	FtsA.3
FtsA	WP_216428439.1	FtsA.3
FtsA	WP_010759617.1	FtsA.3
FtsA	WP_071874971.1	FtsA.3
FtsA	WP_016175669.1	FtsA.3
FtsA	WP_071855927.1	FtsA.3
FtsA	WP_137617543.1	FtsA.3
FtsA	WP_188367706.1	FtsA.3
FtsA	WP_137612674.1	FtsA.3
FtsA	WP_204652934.1	FtsA.3
FtsA	WP_218324886.1	FtsA.3
FtsA	WP_071865933.1	FtsA.3
FtsA	WP_016184571.1	FtsA.3
FtsA	WP_071856462.1	FtsA.3
FtsA	WP_069029136.1	FtsA.3
FtsA	WP_007207103.1	FtsA.3
FtsA	WP_071130827.1	FtsA.3
FtsA	WP_016183290.1	FtsA.3
FtsA	WP_124005045.1	FtsA.3
FtsA	WP_016251196.1	FtsA.3
FtsA	WP_068707092.1	FtsA.3
FtsA	WP_028789967.1	FtsA.3
FtsA	WP_123935899.1	FtsA.3
FtsA	WP_209527550.1	FtsA.3
FtsA	WP_126808083.1	FtsA.3
FtsA	WP_126780662.1	FtsA.3
FtsA	WP_079347405.1	FtsA.3
FtsA	WP_125957083.1	FtsA.3
FtsA	WP_071456412.1	FtsA.3
FtsA	WP_166033677.1	FtsA.3
FtsA	WP_257701532.1	FtsA.3
FtsA	WP_125943401.1	FtsA.3
FtsA	WP_126821833.1	FtsA.3
FtsA	WP_114289630.1	FtsA.3
FtsA	WP_126813318.1	FtsA.3
FtsA	WP_126791102.1	FtsA.3
FtsA	WP_275471060.1	FtsA.3
FtsA	WP_126831408.1	FtsA.3
FtsA	WP_136953579.1	FtsA.3
FtsA	WP_136137095.1	FtsA.3
FtsA	WP_135253456.1	FtsA.3
FtsA	WP_222317260.1	FtsA.3
FtsA	WP_125984422.1	FtsA.3
FtsA	WP_077276501.1	FtsA.3
FtsA	WP_166008339.1	FtsA.3
FtsA	WP_275469660.1	FtsA.3
FtsA	WP_092652582.1	FtsA.3
FtsA	WP_009490055.1	FtsA.3
FtsA	WP_085560269.1	FtsA.3
FtsA	WP_034569055.1	FtsA.3
FtsA	WP_007723038.1	FtsA.3
FtsA	WP_005605973.1	FtsA.3
FtsA	WP_034550722.1	FtsA.3
FtsA	WP_086943370.1	FtsA.3
FtsA	WP_035028875.1	FtsA.3
FtsA	WP_106450701.1	FtsA.3
FtsA	WP_023177391.1	FtsA.3
FtsA	WP_092479682.1	FtsA.3
FtsA	WP_068560031.1	FtsA.3
FtsA	WP_126111141.1	FtsA.3
FtsA	WP_125980241.1	FtsA.3
FtsA	WP_107995928.1	FtsA.3
FtsA	WP_068623229.1	FtsA.3
FtsA	WP_125548789.1	FtsA.3
FtsA	WP_125552094.1	FtsA.3
FtsA	WP_086985423.1	FtsA.3
FtsA	WP_048000025.1	FtsA.3
FtsA	WP_087033366.1	FtsA.3
FtsA	WP_034548212.1	FtsA.3
FtsA	WP_086628332.1	FtsA.3
FtsA	WP_108031332.1	FtsA.3
FtsA	WP_137640346.1	FtsA.3
FtsA	WP_034558715.1	FtsA.3
FtsA	WP_137637750.1	FtsA.3
FtsA	WP_003677490.1	FtsA.3
FtsA	WP_054396400.1	FtsA.3
FtsA	WP_137634807.1	FtsA.3
FtsA	WP_035053615.1	FtsA.3
FtsA	WP_137643689.1	FtsA.3
FtsA	WP_056988447.1	FtsA.3
FtsA	WP_137607301.1	FtsA.3
FtsA	WP_015075992.1	FtsA.3
FtsA	WP_053566781.1	FtsA.3
FtsA	WP_057903553.1	FtsA.3
FtsA	WP_125070973.1	FtsA.3
FtsA	WP_057768700.1	FtsA.3
FtsA	WP_006703025.1	FtsA.3
FtsA	WP_068280369.1	FtsA.3
FtsA	WP_137629317.1	FtsA.3
FtsA	WP_092091947.1	FtsA.3
FtsA	WP_057874243.1	FtsA.3
FtsA	WP_137616375.1	FtsA.3
FtsA	WP_050338395.1	FtsA.3
FtsA	WP_137625839.1	FtsA.3
FtsA	WP_230912535.1	FtsA.3
FtsA	WP_070485705.1	FtsA.3
FtsA	WP_035022193.1	FtsA.3
FtsA	WP_078806868.1	FtsA.3
FtsA	WP_269023523.1	FtsA.3
FtsA	WP_089746020.1	FtsA.3
FtsA	WP_057706686.1	FtsA.3
FtsA	WP_057973875.1	FtsA.3
FtsA	WP_130843169.1	FtsA.3
FtsA	WP_011374457.1	FtsA.3
FtsA	WP_166163098.1	FtsA.3
FtsA	WP_208422069.1	FtsA.3
FtsA	WP_125714227.1	FtsA.3
FtsA	WP_035451562.1	FtsA.3
FtsA	WP_109249352.1	FtsA.3
FtsA	WP_137645373.1	FtsA.3
FtsA	WP_124057549.1	FtsA.3
FtsA	WP_045808017.1	FtsA.3
FtsA	WP_056965897.1	FtsA.3
FtsA	WP_084098767.1	FtsA.3
FtsA	WP_182150608.1	FtsA.3
FtsA	WP_024625020.1	FtsA.3
FtsA	WP_010580154.1	FtsA.3
FtsA	WP_057870912.1	FtsA.3
FtsA	WP_166062112.1	FtsA.3
FtsA	WP_208909380.1	FtsA.3
FtsA	WP_021741793.1	FtsA.3
FtsA	WP_062913079.1	FtsA.3
FtsA	WP_056944461.1	FtsA.3
FtsA	WP_135368465.1	FtsA.3
FtsA	WP_125577063.1	FtsA.3
FtsA	WP_075103999.1	FtsA.3
FtsA	WP_280606155.1	FtsA.3
FtsA	WP_078756007.1	FtsA.3
FtsA	WP_284630262.1	FtsA.3
FtsA	WP_004048973.1	FtsA.3
FtsA	WP_125688798.1	FtsA.3
FtsA	WP_057730538.1	FtsA.3
FtsA	WP_048735809.1	FtsA.3
FtsA	WP_035448953.1	FtsA.3
FtsA	WP_106483119.1	FtsA.3
FtsA	WP_125700084.1	FtsA.3
FtsA	WP_057886920.1	FtsA.3
FtsA	WP_125581865.1	FtsA.3
FtsA	WP_017868302.1	FtsA.3
FtsA	WP_057804119.1	FtsA.3
FtsA	WP_076995370.1	FtsA.3
FtsA	WP_180747473.1	FtsA.3
FtsA	WP_075099786.1	FtsA.3
FtsA	WP_281164894.1	FtsA.3
FtsA	WP_203641912.1	FtsA.3
FtsA	WP_079507074.1	FtsA.3
FtsA	WP_119877046.1	FtsA.3
FtsA	WP_031366145.1	FtsA.3
FtsA	WP_057869022.1	FtsA.3
FtsA	WP_203637258.1	FtsA.3
FtsA	WP_057752235.1	FtsA.3
FtsA	WP_125763086.1	FtsA.3
FtsA	WP_125763086.1	FtsA.3
FtsA	WP_143463686.1	FtsA.3
FtsA	WP_172357479.1	FtsA.3
FtsA	WP_089137018.1	FtsA.3
FtsA	WP_057806904.1	FtsA.3
FtsA	WP_056978012.1	FtsA.3
FtsA	WP_010494665.1	FtsA.3
FtsA	WP_094784079.1	FtsA.3
FtsA	WP_125682641.1	FtsA.3
FtsA	WP_096814725.1	FtsA.3
FtsA	WP_172187233.1	FtsA.3
FtsA	WP_168925586.1	FtsA.3
FtsA	WP_125546848.1	FtsA.3
FtsA	WP_057161929.1	FtsA.3
FtsA	WP_261810247.1	FtsA.3
FtsA	WP_203627863.1	FtsA.3
FtsA	WP_253359714.1	FtsA.3
FtsA	WP_244055852.1	FtsA.3
FtsA	WP_109835034.1	FtsA.3
FtsA	WP_125639718.1	FtsA.3
FtsA	WP_124975030.1	FtsA.3
FtsA	WP_068164019.1	FtsA.3
FtsA	WP_125693744.1	FtsA.3
FtsA	WP_010077849.1	FtsA.3
FtsA	WP_153861825.1	FtsA.3
FtsA	WP_089120840.1	FtsA.3
FtsA	WP_089109161.1	FtsA.3
FtsA	WP_125696251.1	FtsA.3
FtsA	WP_168850081.1	FtsA.3
FtsA	WP_147656526.1	FtsA.3
FtsA	WP_034526170.1	FtsA.3
FtsA	WP_057733787.1	FtsA.3
FtsA	WP_070788252.1	FtsA.3
FtsA	WP_025728777.1	FtsA.3
FtsA	WP_137630508.1	FtsA.3
FtsA	WP_203649093.1	FtsA.3
FtsA	WP_098825154.1	FtsA.3
FtsA	WP_057783928.1	FtsA.3
FtsA	WP_023390940.1	FtsA.3
FtsA	WP_057773056.1	FtsA.3
FtsA	WP_096039547.1	FtsA.3
FtsA	WP_225427280.1	FtsA.3
FtsA	WP_125572723.1	FtsA.3
FtsA	WP_057879409.1	FtsA.3
FtsA	WP_057736021.1	FtsA.3
FtsA	WP_061775875.1	FtsA.3
FtsA	WP_025086870.1	FtsA.3
FtsA	WP_172633898.1	FtsA.3
FtsA	WP_070793156.1	FtsA.3
FtsA	WP_056957118.1	FtsA.3
FtsA	WP_057744965.1	FtsA.3
FtsA	WP_011835775.1	FtsA.3
FtsA	WP_057875841.1	FtsA.3
FtsA	WP_034986656.1	FtsA.3
FtsA	WP_067979858.1	FtsA.3
FtsA	WP_260903119.1	FtsA.3
FtsA	WP_118990869.1	FtsA.3
FtsA	WP_062471254.1	FtsA.3
FtsA	WP_203630982.1	FtsA.3
FtsA	WP_057893536.1	FtsA.3
FtsA	WP_018378523.1	FtsA.3
FtsA	WP_060776239.1	FtsA.3
FtsA	WP_090290124.1	FtsA.3
FtsA	WP_125008798.1	FtsA.3
FtsA	WP_101954341.1	FtsA.3
FtsA	WP_155432176.1	FtsA.3
FtsA	WP_002830515.1	FtsA.3
FtsA	WP_179286780.1	FtsA.3
FtsA	WP_012774997.1	FtsA.3
FtsA	WP_212572380.1	FtsA.3
FtsA	WP_125750360.1	FtsA.3
FtsA	WP_057828953.1	FtsA.3
FtsA	WP_138726609.1	FtsA.3
FtsA	WP_096817781.1	FtsA.3
FtsA	WP_197116652.1	FtsA.3
FtsA	WP_191980530.1	FtsA.3
FtsA	WP_286136478.1	FtsA.3
FtsA	WP_006907379.1	FtsA.3
FtsA	WP_142767376.1	FtsA.3
FtsA	WP_067088320.1	FtsA.3
FtsA	WP_057896619.1	FtsA.3
FtsA	WP_248416032.1	FtsA.3
FtsA	WP_092085131.1	FtsA.3
FtsA	WP_057799756.1	FtsA.3
FtsA	WP_034531792.1	FtsA.3
FtsA	WP_009553646.1	FtsA.3
FtsA	WP_225427589.1	FtsA.3
FtsA	WP_018370882.1	FtsA.3
FtsA	WP_003143554.1	FtsA.3
FtsA	WP_034990383.1	FtsA.3
FtsA	WP_075525316.1	FtsA.3
FtsA	WP_006308022.1	FtsA.3
FtsA	WP_120171379.1	FtsA.3
FtsA	WP_105987535.1	FtsA.3
FtsA	WP_225355045.1	FtsA.3
FtsA	WP_056992213.1	FtsA.3
FtsA	WP_174659006.1	FtsA.3
FtsA	WP_056960001.1	FtsA.3
FtsA	WP_176589763.1	FtsA.3
FtsA	WP_022795441.1	FtsA.3
FtsA	WP_057777410.1	FtsA.3
FtsA	WP_140924199.1	FtsA.3
FtsA	WP_059349047.1	FtsA.3
FtsA	WP_225425023.1	FtsA.3
FtsA	WP_220729896.1	FtsA.3
FtsA	WP_056962240.1	FtsA.3
FtsA	WP_120772316.1	FtsA.3
FtsA	WP_249511686.1	FtsA.3
FtsA	WP_235807198.1	FtsA.3
FtsA	WP_056948162.1	FtsA.3
FtsA	WP_057906859.1	FtsA.3
FtsA	WP_013727515.1	FtsA.3
FtsA	WP_105956272.1	FtsA.3
FtsA	WP_056968917.1	FtsA.3
FtsA	WP_172207955.1	FtsA.3
FtsA	WP_176744959.1	FtsA.3
FtsA	WP_035168572.1	FtsA.3
FtsA	WP_213534628.1	FtsA.3
FtsA	WP_070651786.1	FtsA.3
FtsA	WP_014215278.1	FtsA.3
FtsA	WP_057809859.1	FtsA.3
FtsA	WP_006418259.1	FtsA.3
FtsA	WP_003132393.1	FtsA.3
FtsA	WP_011673540.1	FtsA.3
FtsA	WP_056996741.1	FtsA.3
FtsA	WP_002884067.1	FtsA.3
FtsA	WP_005689149.1	FtsA.3
FtsA	WP_129300851.1	FtsA.3
FtsA	WP_049535035.1	FtsA.3
FtsA	WP_138403643.1	FtsA.3
FtsA	WP_120784199.1	FtsA.3
FtsA	WP_218931095.1	FtsA.3
FtsA	WP_041093891.1	FtsA.3
FtsA	WP_187117446.1	FtsA.3
FtsA	WP_057827725.1	FtsA.3
FtsA	WP_056966024.1	FtsA.3
FtsA	WP_003081242.1	FtsA.3
FtsA	WP_027107361.1	FtsA.3
FtsA	WP_057907810.1	FtsA.3
FtsA	WP_028119015.1	FtsA.3
FtsA	WP_011225777.1	FtsA.3
FtsA	WP_261813930.1	FtsA.3
FtsA	WP_160332381.1	FtsA.3
FtsA	WP_025013181.1	FtsA.3
FtsA	WP_000090384.1	FtsA.3
FtsA	WP_164405418.1	FtsA.3
FtsA	WP_056950457.1	FtsA.3
FtsA	WP_003565166.1	FtsA.3
FtsA	WP_208912157.1	FtsA.3
FtsA	WP_002264446.1	FtsA.3
FtsA	WP_000090408.1	FtsA.3
FtsA	WP_093650850.1	FtsA.3
FtsA	WP_003059854.1	FtsA.3
FtsA	WP_020901691.1	FtsA.3
FtsA	WP_004257776.1	FtsA.3
FtsA	WP_025021652.1	FtsA.3
FtsA	WP_003097444.1	FtsA.3
FtsA	WP_125707170.1	FtsA.3
FtsA	WP_033688313.1	FtsA.3
FtsA	WP_033688313.1	FtsA.3
FtsA	WP_128833652.1	FtsA.3
FtsA	WP_140224369.1	FtsA.3
FtsA	WP_140224369.1	FtsA.3
FtsA	WP_125581067.1	FtsA.3
FtsA	WP_010622427.1	FtsA.3
FtsA	WP_128837062.1	FtsA.3
FtsA	WP_007894677.1	FtsA.3
FtsA	WP_109245986.1	FtsA.3
FtsA	WP_146567859.1	FtsA.3
FtsA	WP_053950251.1	FtsA.3
FtsA	WP_045611159.1	FtsA.3
FtsA	WP_057802671.1	FtsA.3
FtsA	WP_056988911.1	FtsA.3
FtsA	WP_178914372.1	FtsA.3
FtsA	WP_020916374.1	FtsA.3
FtsA	WP_027971362.1	FtsA.3
FtsA	WP_003025704.1	FtsA.3
FtsA	WP_204119209.1	FtsA.3
FtsA	WP_126466547.1	FtsA.3
FtsA	WP_039697286.1	FtsA.3
FtsA	WP_065903914.1	FtsA.3
FtsA	WP_044011062.1	FtsA.3
FtsA	WP_028273791.1	FtsA.3
FtsA	WP_137597170.1	FtsA.3
FtsA	WP_021141859.1	FtsA.3
FtsA	WP_082593148.1	FtsA.3
FtsA	WP_199544442.1	FtsA.3
FtsA	WP_225419032.1	FtsA.3
FtsA	WP_153496744.1	FtsA.3
FtsA	WP_054736865.1	FtsA.3
FtsA	WP_227361330.1	FtsA.3
FtsA	WP_178942284.1	FtsA.3
FtsA	WP_251712482.1	FtsA.3
FtsA	WP_115270657.1	FtsA.3
FtsA	WP_027975753.1	FtsA.3
FtsA	WP_121834451.1	FtsA.3
FtsA	WP_002983860.1	FtsA.3
FtsA	WP_179395268.1	FtsA.3
FtsA	WP_115243001.1	FtsA.3
FtsA	WP_003082824.1	FtsA.3
FtsA	WP_027973279.1	FtsA.3
FtsA	WP_125755516.1	FtsA.3
FtsA	WP_251420714.1	FtsA.3
FtsA	WP_116877872.1	FtsA.3
FtsA	WP_260116239.1	FtsA.3
FtsA	WP_133441445.1	FtsA.3
FtsA	WP_018366887.1	FtsA.3
FtsA	WP_253365938.1	FtsA.3
FtsA	WP_000196346.1	FtsA.3
FtsA	WP_159563962.1	FtsA.3
FtsA	WP_127848889.1	FtsA.3
FtsA	WP_006531553.1	FtsA.3
FtsA	WP_017370566.1	FtsA.3
FtsA	WP_018167769.1	FtsA.3
FtsA	WP_023889782.1	FtsA.3
FtsA	WP_014073717.1	FtsA.3
FtsA	WP_213496887.1	FtsA.3
FtsA	WP_002996455.1	FtsA.3
FtsA	WP_003101035.1	FtsA.3
FtsA	WP_000196334.1	FtsA.3
FtsA	WP_168549105.1	FtsA.3
FtsA	WP_057818214.1	FtsA.3
FtsA	WP_057812032.1	FtsA.3
FtsA	WP_007521209.1	FtsA.3
FtsA	WP_220750940.1	FtsA.3
FtsA	WP_186832599.1	FtsA.3
FtsA	WP_071792690.1	FtsA.3
FtsA	WP_019773640.1	FtsA.3
FtsA	WP_150204237.1	FtsA.3
FtsA	WP_067063339.1	FtsA.3
FtsA	WP_003063703.1	FtsA.3
FtsA	WP_003063703.1	FtsA.3
FtsA	WP_012678306.1	FtsA.3
FtsA	WP_182083158.1	FtsA.3
FtsA	WP_024391040.1	FtsA.3
FtsA	WP_209626853.1	FtsA.3
FtsA	WP_140813795.1	FtsA.3
FtsA	WP_054676374.1	FtsA.3
FtsA	WP_018165558.1	FtsA.3
FtsA	WP_002900920.1	FtsA.3
FtsA	WP_057880128.1	FtsA.3
FtsA	WP_075566033.1	FtsA.3
