RepName	Prediction	RepSeq	Total	SeqList
FtsW.42	FtsW	WP_160333278.1	147	['WP_160333278.1', 'WP_021036850.1', 'WP_120771111.1', 'WP_142766396.1', 'WP_075524492.1', 'WP_213534372.1', 'WP_012897351.1', 'WP_109246272.1', 'WP_153495598.1', 'WP_096816803.1', 'WP_058203638.1', 'WP_183539860.1', 'WP_042217366.1', 'WP_213495575.1', 'WP_019294148.1', 'WP_202230704.1', 'WP_251712704.1', 'WP_067089185.1', 'WP_093651431.1', 'WP_075104874.1', 'WP_076995545.1', 'WP_119876849.1', 'WP_075098461.1', 'WP_070791330.1', 'WP_070787839.1', 'WP_199574769.1', 'WP_018369407.1', 'WP_199567097.1', 'WP_200772655.1', 'WP_209550913.1', 'WP_013903874.1', 'WP_060554005.1', 'WP_045759674.1', 'WP_037614437.1', 'WP_002899980.1', 'WP_117744475.1', 'WP_000703355.1', 'WP_012291629.1', 'WP_109289950.1', 'WP_120701758.1', 'WP_132973211.1', 'WP_135782563.1', 'WP_140834481.1', 'WP_140814172.1', 'WP_219966561.1', 'WP_005590688.1', 'WP_126404552.1', 'WP_000703344.1', 'WP_166735816.1', 'WP_115271589.1', 'WP_040832037.1', 'WP_003101191.1', 'WP_018364056.1', 'WP_018365714.1', 'WP_018375939.1', 'WP_018380386.1', 'WP_029690845.1', 'WP_027976425.1', 'WP_027970489.1', 'WP_054278450.1', 'WP_057490568.1', 'WP_000687014.1', 'WP_062707336.1', 'WP_067060852.1', 'WP_037621551.1', 'WP_071793421.1', 'WP_041972840.1', 'WP_071793421.1', 'WP_004234541.1', 'WP_104968188.1', 'WP_116878241.1', 'WP_019773054.1', 'WP_041972840.1', 'WP_146566835.1', 'WP_003087523.1', 'WP_002263315.1', 'WP_039696546.1', 'WP_003047604.1', 'WP_165994223.1', 'WP_012962220.1', 'WP_012678178.1', 'WP_043878443.1', 'WP_003059948.1', 'WP_199542584.1', 'WP_159564238.1', 'WP_154454186.1', 'WP_024343772.1', 'WP_074485992.1', 'WP_002996833.1', 'WP_004227577.1', 'WP_040841448.1', 'WP_115242523.1', 'WP_018030179.1', 'WP_002990545.1', 'WP_043895281.1', 'WP_006740059.1', 'WP_037598932.1', 'WP_039984885.1', 'WP_014634011.1', 'WP_041827132.1', 'WP_018367991.1', 'WP_051177045.1', 'WP_027973460.1', 'WP_121836355.1', 'WP_003023926.1', 'WP_006148409.1', 'WP_006145440.1', 'WP_000703371.1', 'WP_120718799.1', 'WP_120770130.1', 'WP_126467335.1', 'WP_125430000.1', 'WP_186832660.1', 'WP_024053047.1', 'WP_209626537.1', 'WP_203180642.1', 'WP_084887824.1', 'WP_075567467.1', 'WP_006269675.1', 'WP_004233960.1', 'WP_024057920.1', 'WP_068991465.1', 'WP_067481268.1', 'WP_005876506.1', 'WP_002292201.1', 'WP_096814749.1', 'WP_068160461.1', 'WP_079507018.1', 'WP_109835001.1', 'WP_120171998.1', 'WP_011922075.1', 'WP_237395955.1', 'WP_172208051.1', 'WP_172357411.1', 'WP_168549970.1', 'WP_018373824.1', 'WP_018372033.1', 'WP_040525550.1', 'WP_094784041.1', 'WP_061774881.1', 'WP_031366086.1', 'WP_205017230.1', 'WP_205009395.1', 'WP_253363696.1', 'WP_018167093.1', 'WP_018377185.1', 'WP_212570714.1']
FtsW.43	FtsW	WP_013773981.1	12	['WP_013773981.1', 'WP_025870890.1', 'WP_071876396.1', 'WP_209556890.1', 'WP_010771872.1', 'WP_010760985.1', 'WP_010764647.1', 'WP_069646504.1', 'WP_069652954.1', 'WP_069638576.1', 'WP_069662012.1', 'WP_088269153.1']
FtsW.44	FtsW	WP_089746011.1	2	['WP_089746011.1', 'WP_156780461.1']
FtsW.45	FtsW	WP_046317253.1	6	['WP_046317253.1', 'WP_176941880.1', 'WP_249512946.1', 'WP_249515014.1', 'WP_045922862.1', 'WP_118908295.1']
FtsW.46	FtsW	WP_014073696.1	1	['WP_014073696.1']
FtsW.47	FtsW	WP_164699420.1	1	['WP_164699420.1']
FtsW.48	FtsW	WP_042492553.1	14	['WP_042492553.1', 'WP_083603451.1', 'WP_115470805.1', 'WP_074427372.1', 'WP_002827031.1', 'WP_258088997.1', 'WP_092461105.1', 'WP_003609344.1', 'WP_022790884.1', 'WP_010373673.1', 'WP_213409471.1', 'WP_205145470.1', 'WP_057788112.1', 'WP_124942930.1']
FtsW.49	FtsW	WP_135254229.1	1	['WP_135254229.1']
FtsW.50	FtsW	WP_014565732.1	46	['WP_014565732.1', 'WP_009559951.1', 'WP_011254265.1', 'WP_057797158.1', 'WP_025014363.1', 'WP_025079983.1', 'WP_087175803.1', 'WP_014919014.1', 'WP_040456838.1', 'WP_103661925.1', 'WP_035429640.1', 'WP_054681248.1', 'WP_003647126.1', 'WP_065990423.1', 'WP_011161858.1', 'WP_056941288.1', 'WP_201247478.1', 'WP_094498482.1', 'WP_212780624.1', 'WP_057809710.1', 'WP_251717052.1', 'WP_046332040.1', 'WP_027825475.1', 'WP_046324767.1', 'WP_008473323.1', 'WP_090091816.1', 'WP_109715430.1', 'WP_045928021.1', 'WP_109918321.1', 'WP_220221097.1', 'WP_223901818.1', 'WP_223896615.1', 'WP_056945326.1', 'WP_002879093.1', 'WP_229771801.1', 'WP_201330286.1', 'WP_080730890.1', 'WP_056946084.1', 'WP_056946084.1', 'WP_245328722.1', 'WP_008469492.1', 'WP_056974936.1', 'WP_057768819.1', 'WP_006586583.1', 'WP_006584547.1', 'WP_006730023.1']
FtsW.51	FtsW	WP_010763359.1	541	['WP_010763359.1', 'WP_002367107.1', 'WP_010765438.1', 'WP_010772896.1', 'WP_025868564.1', 'WP_208928016.1', 'WP_069645118.1', 'WP_069654618.1', 'WP_069639876.1', 'WP_069634831.1', 'WP_069699771.1', 'WP_071877694.1', 'WP_069664037.1', 'WP_088268500.1', 'WP_146623509.1', 'WP_209555870.1', 'WP_071131324.1', 'WP_013989321.1', 'WP_166009760.1', 'WP_187529547.1', 'WP_008469425.1', 'WP_117117969.1', 'WP_003777650.1', 'WP_016174005.1', 'WP_015510439.1', 'WP_010769804.1', 'WP_028789898.1', 'WP_068707464.1', 'WP_069028546.1', 'WP_007209159.1', 'WP_123934772.1', 'WP_124006664.1', 'WP_204654312.1', 'WP_140966489.1', 'WP_016185166.1', 'WP_016184482.1', 'WP_067392810.1', 'WP_071855280.1', 'WP_071864822.1', 'WP_126825112.1', 'WP_126778687.1', 'WP_126832533.1', 'WP_275472049.1', 'WP_275468759.1', 'WP_161869938.1', 'WP_113850238.1', 'WP_166035018.1', 'WP_125983936.1', 'WP_077275533.1', 'WP_126813556.1', 'WP_239433713.1', 'WP_126796128.1', 'WP_227259442.1', 'WP_188368495.1', 'WP_071875387.1', 'WP_209530909.1', 'WP_248848962.1', 'WP_023858973.1', 'WP_014073768.1', 'WP_009553760.1', 'WP_027107398.1', 'WP_025086823.1', 'WP_025022008.1', 'WP_057746726.1', 'WP_057735597.1', 'WP_235803456.1', 'WP_057872519.1', 'WP_010579618.1', 'WP_187329029.1', 'WP_034988054.1', 'WP_057829050.1', 'WP_057875059.1', 'WP_112194645.1', 'WP_017868344.1', 'WP_010688665.1', 'WP_057885488.1', 'WP_244056982.1', 'WP_253358783.1', 'WP_094128557.1', 'WP_280606210.1', 'WP_281164701.1', 'WP_003699953.1', 'WP_056971886.1', 'WP_011673606.1', 'WP_044009910.1', 'WP_082593438.1', 'WP_040471948.1', 'WP_020280470.1', 'WP_056983643.1', 'WP_056982974.1', 'WP_057802431.1', 'WP_057807291.1', 'WP_057797453.1', 'WP_057750112.1', 'WP_057754442.1', 'WP_062913169.1', 'WP_068225085.1', 'WP_014215161.1', 'WP_057823847.1', 'WP_089109964.1', 'WP_057962876.1', 'WP_057772353.1', 'WP_125685621.1', 'WP_125980148.1', 'WP_137629967.1', 'WP_143462812.1', 'WP_155431791.1', 'WP_056981517.1', 'WP_002832129.1', 'WP_192851720.1', 'WP_006500280.1', 'WP_203630359.1', 'WP_203641791.1', 'WP_013727689.1', 'WP_121977289.1', 'WP_013103083.1', 'WP_013231221.1', 'WP_014947408.1', 'WP_061992809.1', 'WP_089940311.1', 'WP_133264192.1', 'WP_014974911.1', 'WP_147000807.1', 'WP_085699321.1', 'WP_148605569.1', 'WP_011679160.1', 'WP_187753951.1', 'WP_010279725.1', 'WP_059393715.1', 'WP_213820201.1', 'WP_213793397.1', 'WP_213821089.1', 'WP_213809244.1', 'WP_168676499.1', 'WP_220734628.1', 'WP_220740793.1', 'WP_220742630.1', 'WP_204769920.1', 'WP_248661749.1', 'WP_252444051.1', 'WP_252773526.1', 'WP_004912786.1', 'WP_059378593.1', 'WP_091502618.1', 'WP_072612988.1', 'WP_013437595.1', 'WP_003546752.1', 'WP_025014418.1', 'WP_056945450.1', 'WP_014919063.1', 'WP_109586193.1', 'WP_054681825.1', 'WP_013086115.1', 'WP_013854376.1', 'WP_201247494.1', 'WP_223901888.1', 'WP_223896915.1', 'WP_027825429.1', 'WP_008462333.1', 'WP_002880078.1', 'WP_075362493.1', 'WP_154547015.1', 'WP_201330308.1', 'WP_212780792.1', 'WP_013439315.1', 'WP_048588166.1', 'WP_025728713.1', 'WP_039144332.1', 'WP_009166527.1', 'WP_056966745.1', 'WP_054646338.1', 'WP_056957488.1', 'WP_168925040.1', 'WP_252750044.1', 'WP_252797993.1', 'WP_252795913.1', 'WP_252780612.1', 'WP_046324719.1', 'WP_046331983.1', 'WP_090093238.1', 'WP_109715395.1', 'WP_109918282.1', 'WP_220221058.1', 'WP_057810884.1', 'WP_093625815.1', 'WP_007123511.1', 'WP_019205300.1', 'WP_056936643.1', 'WP_047768021.1', 'WP_057739542.1', 'WP_070230520.1', 'WP_003666583.1', 'WP_057748076.1', 'WP_057807123.1', 'WP_003676135.1', 'WP_188357845.1', 'WP_191668340.1', 'WP_191684675.1', 'WP_182596712.1', 'WP_182597460.1', 'WP_182578029.1', 'WP_182580626.1', 'WP_260901963.1', 'WP_003717675.1', 'WP_267200961.1', 'WP_102168070.1', 'WP_003685881.1', 'WP_076461107.1', 'WP_102279360.1', 'WP_191911754.1', 'WP_251547261.1', 'WP_251576188.1', 'WP_056941517.1', 'WP_057797209.1', 'WP_080881481.1', 'WP_103661117.1', 'WP_251717740.1', 'WP_025085335.1', 'WP_025085335.1', 'WP_025085335.1', 'WP_057739271.1', 'WP_135371324.1', 'WP_056995173.1', 'WP_162260702.1', 'WP_003564988.1', 'WP_025012629.1', 'WP_235806647.1', 'WP_057894142.1', 'WP_082619488.1', 'WP_054662037.1', 'WP_057768743.1', 'WP_082622474.1', 'WP_082607868.1', 'WP_125571574.1', 'WP_225418431.1', 'WP_125754312.1', 'WP_125581401.1', 'WP_125708519.1', 'WP_125697373.1', 'WP_125756753.1', 'WP_125585630.1', 'WP_164847978.1', 'WP_005713773.1', 'WP_082611662.1', 'WP_006729204.1', 'WP_269057679.1', 'WP_246287345.1', 'WP_203627437.1', 'WP_204119913.1', 'WP_129302360.1', 'WP_225047104.1', 'WP_227361609.1', 'WP_260117336.1', 'WP_262314758.1', 'WP_286136529.1', 'WP_010488875.1', 'WP_008473388.1', 'WP_009560002.1', 'WP_075887796.1', 'WP_010623895.1', 'WP_057765667.1', 'WP_057887302.1', 'WP_056945167.1', 'WP_041500878.1', 'WP_059074144.1', 'WP_120142216.1', 'WP_137610564.1', 'WP_056945167.1', 'WP_057892685.1', 'WP_059074144.1', 'WP_102197209.1', 'WP_057881764.1', 'WP_105957143.1', 'WP_053949837.1', 'WP_120784561.1', 'WP_225361894.1', 'WP_225426765.1', 'WP_138726968.1', 'WP_034532086.1', 'WP_054606381.1', 'WP_249511132.1', 'WP_125767414.1', 'WP_057818311.1', 'WP_056996282.1', 'WP_125576872.1', 'WP_164507196.1', 'WP_164505829.1', 'WP_125598620.1', 'WP_125650412.1', 'WP_125605151.1', 'WP_057823360.1', 'WP_057753754.1', 'WP_261806958.1', 'WP_119326958.1', 'WP_153384387.1', 'WP_279232804.1', 'WP_033614205.1', 'WP_045808266.1', 'WP_045922915.1', 'WP_046316707.1', 'WP_048000182.1', 'WP_235805869.1', 'WP_048702688.1', 'WP_057863876.1', 'WP_057733272.1', 'WP_010622832.1', 'WP_056946045.1', 'WP_057804535.1', 'WP_056946461.1', 'WP_057780841.1', 'WP_035453712.1', 'WP_057873746.1', 'WP_056978193.1', 'WP_057152319.1', 'WP_056974893.1', 'WP_057878623.1', 'WP_057707714.1', 'WP_061776816.1', 'WP_056946045.1', 'WP_076617744.1', 'WP_089089270.1', 'WP_098825962.1', 'WP_003678736.1', 'WP_099974615.1', 'WP_118908329.1', 'WP_003639212.1', 'WP_011668141.1', 'WP_125071948.1', 'WP_125568572.1', 'WP_125766031.1', 'WP_125575362.1', 'WP_125545940.1', 'WP_125573387.1', 'WP_125676652.1', 'WP_125581326.1', 'WP_125681887.1', 'WP_125691448.1', 'WP_125548735.1', 'WP_125701133.1', 'WP_125554031.1', 'WP_164504872.1', 'WP_125640713.1', 'WP_125763631.1', 'WP_125589467.1', 'WP_125592368.1', 'WP_125712605.1', 'WP_125713544.1', 'WP_099974615.1', 'WP_089136533.1', 'WP_133442325.1', 'WP_135367649.1', 'WP_137624723.1', 'WP_137606499.1', 'WP_137615603.1', 'WP_137628763.1', 'WP_137639279.1', 'WP_137634643.1', 'WP_137637903.1', 'WP_130845650.1', 'WP_137644045.1', 'WP_137642015.1', 'WP_056980532.1', 'WP_057783838.1', 'WP_057717335.1', 'WP_024746933.1', 'WP_137602273.1', 'WP_150391666.1', 'WP_057733221.1', 'WP_057904394.1', 'WP_003553589.1', 'WP_003644656.1', 'WP_168722330.1', 'WP_172189277.1', 'WP_176941822.1', 'WP_017261236.1', 'WP_225423476.1', 'WP_203649765.1', 'WP_203639856.1', 'WP_203646130.1', 'WP_180871755.1', 'WP_057719446.1', 'WP_248601353.1', 'WP_230913670.1', 'WP_249513020.1', 'WP_249514960.1', 'WP_252767471.1', 'WP_261810114.1', 'WP_208910245.1', 'WP_239516983.1', 'WP_269007642.1', 'WP_021732587.1', 'WP_017261236.1', 'WP_057973813.1', 'WP_057889347.1', 'WP_230097365.1', 'WP_230098741.1', 'WP_010620656.1', 'WP_034527843.1', 'WP_035166897.1', 'WP_041094169.1', 'WP_020088396.1', 'WP_065903906.1', 'WP_109250993.1', 'WP_137597442.1', 'WP_057810707.1', 'WP_003647079.1', 'WP_003648574.1', 'WP_057908340.1', 'WP_022528058.1', 'WP_034542780.1', 'WP_056965858.1', 'WP_016265255.1', 'WP_106483297.1', 'WP_208422522.1', 'WP_086874780.1', 'WP_209686569.1', 'WP_057868548.1', 'WP_187324679.1', 'WP_002820153.1', 'WP_007747071.1', 'WP_128686578.1', 'WP_071457247.1', 'WP_079347667.1', 'WP_125958370.1', 'WP_257701187.1', 'WP_075269072.1', 'WP_115470738.1', 'WP_042492906.1', 'WP_074427301.1', 'WP_002828627.1', 'WP_258088554.1', 'WP_092463299.1', 'WP_022791941.1', 'WP_057786997.1', 'WP_010371405.1', 'WP_124943153.1', 'WP_205145642.1', 'WP_213409109.1', 'WP_009495623.1', 'WP_125943704.1', 'WP_126809542.1', 'WP_136952945.1', 'WP_135253679.1', 'WP_166007631.1', 'WP_137612709.1', 'WP_010755792.1', 'WP_016172859.1', 'WP_010751701.1', 'WP_010752851.1', 'WP_048604354.1', 'WP_067628156.1', 'WP_071856524.1', 'WP_081134546.1', 'WP_095454050.1', 'WP_067482779.1', 'WP_010734630.1', 'WP_016180476.1', 'WP_114524740.1', 'WP_171000206.1', 'WP_048604354.1', 'WP_167483435.1', 'WP_088933133.1', 'WP_002291183.1', 'WP_173102293.1', 'WP_071860803.1', 'WP_010745855.1', 'WP_218324503.1', 'WP_002291183.1', 'WP_270326559.1', 'WP_016251346.1', 'WP_122646363.1', 'WP_087058399.1', 'WP_208559811.1', 'WP_208559812.1', 'WP_072693489.1', 'WP_148622075.1', 'WP_027699584.1', 'WP_003607769.1', 'WP_090289057.1', 'WP_006307948.1', 'WP_006907443.1', 'WP_057906511.1', 'WP_057826864.1', 'WP_101813647.1', 'WP_102233392.1', 'WP_197113988.1', 'WP_078756125.1', 'WP_006418426.1', 'WP_153861763.1', 'WP_028119184.1', 'WP_101953839.1', 'WP_118990543.1', 'WP_138405305.1', 'WP_023390829.1', 'WP_218930809.1', 'WP_092569588.1', 'WP_124057621.1', 'WP_092649451.1', 'WP_091633873.1', 'WP_106193448.1', 'WP_091489323.1', 'WP_146924675.1', 'WP_091482014.1', 'WP_005606705.1', 'WP_020991312.1', 'WP_022796181.1', 'WP_027108545.1', 'WP_028274069.1', 'WP_023176907.1', 'WP_034551110.1', 'WP_035054373.1', 'WP_034563670.1', 'WP_035029794.1', 'WP_029277723.1', 'WP_062532134.1', 'WP_119908397.1', 'WP_106449697.1', 'WP_108032944.1', 'WP_174713953.1', 'WP_126108323.1', 'WP_086629050.1', 'WP_166160526.1', 'WP_166061906.1', 'WP_087033454.1', 'WP_086986501.1', 'WP_086942615.1', 'WP_035021480.1', 'WP_068622190.1', 'WP_089746660.1', 'WP_086988163.1', 'WP_047392150.1', 'WP_092480635.1', 'WP_034547561.1', 'WP_085558588.1', 'WP_010051000.1', 'WP_073297600.1', 'WP_018659636.1', 'WP_112788274.1', 'WP_091265342.1', 'WP_091531776.1', 'WP_234945806.1']
FtsZ.1	FtsZ	WP_201336122.1	1	['WP_201336122.1']
